42,293
42,852
42,1239
42,1828
42,2381
42,2603
42,3303
42,4181
42,4826
42,5645
42,5650
42,6079
42,6461
42,6762
42,6830
42,6939
42,7029
42,8220
42,8455
42,9304
42,9505
42,11164
42,11686
42,12956
42,13004
42,13030
42,14061
42,14537
42,14630
42,14840
42,14907
42,15412
42,16552
42,19151
42,19653
42,20764
42,23367
42,23473
42,24482
42,25152
42,25885
42,28329
42,29791
42,29802
42,31019
42,34224
42,34927
42,36351
42,39120
42,39533
42,40630
42,41095
42,41327
42,46450
42,51185
42,53828
42,60501
42,61568
42,137409
42,199524
42,398465
112,1547
112,1828
112,2906
112,4826
112,6079
112,8400
112,13335
112,14840
112,15169
112,16276
112,19551
112,20764
112,20940
112,21859
112,24482
112,25549
112,26415
112,31019
112,31287
112,32590
112,36236
112,39120
112,40676
112,41327
112,46489
112,48166
112,49544
112,51185
112,54994
112,55256
112,56630
112,57463
112,57976
112,60068
112,60501
112,132203
112,137409
112,196695
112,196925
112,199524
112,266925
112,396986
237,293
237,2914
237,3303
237,4181
237,6939
237,19151
293,668
293,714
293,803
293,1828
293,2381
293,2603
293,2906
293,2914
293,3856
293,4181
293,5650
293,5769
293,6079
293,6128
293,6325
293,6461
293,6507
293,7332
293,7342
293,7795
293,8047
293,8075
293,8220
293,8560
293,10310
293,12189
293,12200
293,12956
293,13414
293,15133
293,15169
293,15695
293,16276
293,16509
293,16552
293,19016
293,19151
293,19551
293,19653
293,19679
293,19754
293,19782
293,20115
293,20940
293,21804
293,21859
293,21928
293,22616
293,22822
293,22995
293,24482
293,29791
293,29838
293,30081
293,32590
293,32748
293,32934
293,33071
293,33438
293,36236
293,36351
293,36692
293,39386
293,46450
293,46562
293,49544
293,55256
293,57976
293,62856
293,62887
293,132203
577,714
577,803
577,812
577,852
577,855
577,2635
577,2906
577,2914
577,3223
577,3303
577,5645
577,5769
577,6079
577,6128
577,6327
577,6461
577,6507
577,6830
577,6939
577,7843
577,8075
577,8220
577,10310
577,13335
577,13414
577,13445
577,14340
577,14630
577,14907
577,15133
577,15169
577,16276
577,16509
577,16591
577,19551
577,19679
