asn,ix_id,fac_id,name,state,city
46231,503,224,Digital Realty CHI (350 E Cermak),IL,Chicago
20193,503,224,Digital Realty CHI (350 E Cermak),IL,Chicago
54225,503,224,Digital Realty CHI (350 E Cermak),IL,Chicago
30691,503,224,Digital Realty CHI (350 E Cermak),IL,Chicago
968,503,224,Digital Realty CHI (350 E Cermak),IL,Chicago
3856,503,224,Digital Realty CHI (350 E Cermak),IL,Chicago
63293,503,224,Digital Realty CHI (350 E Cermak),IL,Chicago
63060,503,224,Digital Realty CHI (350 E Cermak),IL,Chicago
399332,503,224,Digital Realty CHI (350 E Cermak),IL,Chicago
14333,503,224,Digital Realty CHI (350 E Cermak),IL,Chicago
19782,503,224,Digital Realty CHI (350 E Cermak),IL,Chicago
396841,503,224,Digital Realty CHI (350 E Cermak),IL,Chicago
27353,503,224,Digital Realty CHI (350 E Cermak),IL,Chicago
54039,503,224,Digital Realty CHI (350 E Cermak),IL,Chicago
11990,503,224,Digital Realty CHI (350 E Cermak),IL,Chicago
11142,503,224,Digital Realty CHI (350 E Cermak),IL,Chicago
62612,503,224,Digital Realty CHI (350 E Cermak),IL,Chicago
393853,503,224,Digital Realty CHI (350 E Cermak),IL,Chicago
395126,503,224,Digital Realty CHI (350 E Cermak),IL,Chicago
11946,503,224,Digital Realty CHI (350 E Cermak),IL,Chicago
13335,811,224,Digital Realty CHI (350 E Cermak),IL,Chicago
20940,811,224,Digital Realty CHI (350 E Cermak),IL,Chicago
199524,811,224,Digital Realty CHI (350 E Cermak),IL,Chicago
16509,811,224,Digital Realty CHI (350 E Cermak),IL,Chicago
8075,811,224,Digital Realty CHI (350 E Cermak),IL,Chicago
25697,811,224,Digital Realty CHI (350 E Cermak),IL,Chicago
6939,811,224,Digital Realty CHI (350 E Cermak),IL,Chicago
46261,811,224,Digital Realty CHI (350 E Cermak),IL,Chicago
15169,811,224,Digital Realty CHI (350 E Cermak),IL,Chicago
2734,811,224,Digital Realty CHI (350 E Cermak),IL,Chicago
4455,811,224,Digital Realty CHI (350 E Cermak),IL,Chicago
55256,811,224,Digital Realty CHI (350 E Cermak),IL,Chicago
14340,811,224,Digital Realty CHI (350 E Cermak),IL,Chicago
7843,811,224,Digital Realty CHI (350 E Cermak),IL,Chicago
20115,811,224,Digital Realty CHI (350 E Cermak),IL,Chicago
12083,811,224,Digital Realty CHI (350 E Cermak),IL,Chicago
47869,811,224,Digital Realty CHI (350 E Cermak),IL,Chicago
22995,811,224,Digital Realty CHI (350 E Cermak),IL,Chicago
20278,811,224,Digital Realty CHI (350 E Cermak),IL,Chicago
32899,811,224,Digital Realty CHI (350 E Cermak),IL,Chicago
397095,811,224,Digital Realty CHI (350 E Cermak),IL,Chicago
4556,811,224,Digital Realty CHI (350 E Cermak),IL,Chicago
53610,811,224,Digital Realty CHI (350 E Cermak),IL,Chicago
12243,811,224,Digital Realty CHI (350 E Cermak),IL,Chicago
399663,811,224,Digital Realty CHI (350 E Cermak),IL,Chicago
53597,811,224,Digital Realty CHI (350 E Cermak),IL,Chicago
2906,811,224,Digital Realty CHI (350 E Cermak),IL,Chicago
10310,811,224,Digital Realty CHI (350 E Cermak),IL,Chicago
32934,811,224,Digital Realty CHI (350 E Cermak),IL,Chicago
6507,811,224,Digital Realty CHI (350 E Cermak),IL,Chicago
58907,811,224,Digital Realty CHI (350 E Cermak),IL,Chicago
53828,811,224,Digital Realty CHI (350 E Cermak),IL,Chicago
7155,811,224,Digital Realty CHI (350 E Cermak),IL,Chicago
19151,811,224,Digital Realty CHI (350 E Cermak),IL,Chicago
42,811,224,Digital Realty CHI (350 E Cermak),IL,Chicago
15042,811,224,Digital Realty CHI (350 E Cermak),IL,Chicago
53264,811,224,Digital Realty CHI (350 E Cermak),IL,Chicago
31845,811,224,Digital Realty CHI (350 E Cermak),IL,Chicago
26554,811,224,Digital Realty CHI (350 E Cermak),IL,Chicago
36086,811,224,Digital Realty CHI (350 E Cermak),IL,Chicago
23367,811,224,Digital Realty CHI (350 E Cermak),IL,Chicago
14593,811,224,Digital Realty CHI (350 E Cermak),IL,Chicago
6473,811,224,Digital Realty CHI (350 E Cermak),IL,Chicago
394968,811,224,Digital Realty CHI (350 E Cermak),IL,Chicago
3856,811,224,Digital Realty CHI (350 E Cermak),IL,Chicago
134521,811,224,Digital Realty CHI (350 E Cermak),IL,Chicago
63399,811,224,Digital Realty CHI (350 E Cermak),IL,Chicago
30455,811,224,Digital Realty CHI (350 E Cermak),IL,Chicago
17210,811,224,Digital Realty CHI (350 E Cermak),IL,Chicago
393891,811,224,Digital Realty CHI (350 E Cermak),IL,Chicago
63014,811,224,Digital Realty CHI (350 E Cermak),IL,Chicago
32261,811,224,Digital Realty CHI (350 E Cermak),IL,Chicago
36001,811,224,Digital Realty CHI (350 E Cermak),IL,Chicago
2381,811,224,Digital Realty CHI (350 E Cermak),IL,Chicago
14333,811,224,Digital Realty CHI (350 E Cermak),IL,Chicago
63311,811,224,Digital Realty CHI (350 E Cermak),IL,Chicago
398868,811,224,Digital Realty CHI (350 E Cermak),IL,Chicago
19255,811,224,Digital Realty CHI (350 E Cermak),IL,Chicago
26415,811,224,Digital Realty CHI (350 E Cermak),IL,Chicago
112,811,224,Digital Realty CHI (350 E Cermak),IL,Chicago
11142,811,224,Digital Realty CHI (350 E Cermak),IL,Chicago
393853,811,224,Digital Realty CHI (350 E Cermak),IL,Chicago
32425,811,224,Digital Realty CHI (350 E Cermak),IL,Chicago
40165,811,224,Digital Realty CHI (350 E Cermak),IL,Chicago
40764,811,224,Digital Realty CHI (350 E Cermak),IL,Chicago
199524,983,224,Digital Realty CHI (350 E Cermak),IL,Chicago
36351,983,224,Digital Realty CHI (350 E Cermak),IL,Chicago
6939,983,224,Digital Realty CHI (350 E Cermak),IL,Chicago
1828,983,224,Digital Realty CHI (350 E Cermak),IL,Chicago
15169,983,224,Digital Realty CHI (350 E Cermak),IL,Chicago
29802,983,224,Digital Realty CHI (350 E Cermak),IL,Chicago
16591,983,224,Digital Realty CHI (350 E Cermak),IL,Chicago
32934,983,224,Digital Realty CHI (350 E Cermak),IL,Chicago
11758,983,224,Digital Realty CHI (350 E Cermak),IL,Chicago
36086,983,224,Digital Realty CHI (350 E Cermak),IL,Chicago
22873,315,224,Digital Realty CHI (350 E Cermak),IL,Chicago
13335,6,593,CME Cermak,IL,Chicago
16509,6,593,CME Cermak,IL,Chicago
8075,6,593,CME Cermak,IL,Chicago
57976,6,593,CME Cermak,IL,Chicago
15133,6,593,CME Cermak,IL,Chicago
6939,6,593,CME Cermak,IL,Chicago
15169,6,593,CME Cermak,IL,Chicago
55256,6,593,CME Cermak,IL,Chicago
14340,6,593,CME Cermak,IL,Chicago
32748,6,593,CME Cermak,IL,Chicago
32899,6,593,CME Cermak,IL,Chicago
23473,6,593,CME Cermak,IL,Chicago
10310,6,593,CME Cermak,IL,Chicago
396850,6,593,CME Cermak,IL,Chicago
22822,6,593,CME Cermak,IL,Chicago
58907,6,593,CME Cermak,IL,Chicago
9304,6,593,CME Cermak,IL,Chicago
42,6,593,CME Cermak,IL,Chicago
30517,6,593,CME Cermak,IL,Chicago
23367,6,593,CME Cermak,IL,Chicago
16524,6,593,CME Cermak,IL,Chicago
3856,6,593,CME Cermak,IL,Chicago
12200,6,593,CME Cermak,IL,Chicago
44444,6,593,CME Cermak,IL,Chicago
397494,6,593,CME Cermak,IL,Chicago
22425,6,593,CME Cermak,IL,Chicago
13335,1181,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
15133,1181,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
13335,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
132203,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
4775,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
20940,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
32787,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
852,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
1239,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
40676,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
199524,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
2914,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
20473,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
16509,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
8075,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
36351,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
16276,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
57976,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
14537,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
15133,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
137409,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
398465,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
6939,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
1828,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
13030,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
49544,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
32181,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
855,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
668,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
396238,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
32798,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
15169,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
23393,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
21859,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
22616,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
54994,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
13727,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
62955,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
11272,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
17117,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
17253,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
55219,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
7029,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
27202,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
46562,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
19754,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
14340,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
4826,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
7843,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
20115,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
714,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
46450,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
396998,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
12083,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
4181,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
32748,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
22995,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
577,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
812,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
10242,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
13445,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
5645,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
40788,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
33438,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
16552,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
62887,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
7795,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
5650,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
237,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
13428,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
54113,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
46489,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
6461,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
53610,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
29838,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
14928,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
23473,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
53597,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
16591,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
5769,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
2906,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
32703,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
7794,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
19108,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
6128,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
11232,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
13807,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
3737,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
6327,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
21804,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
11260,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
6079,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
13855,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
21928,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
8047,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
19016,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
8220,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
10310,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
32934,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
1547,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
15695,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
12129,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
39386,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
11550,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
11686,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
395570,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
27630,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
393950,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
15092,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
64208,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
63242,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
26223,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
22822,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
19551,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
6507,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
15412,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
7332,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
17054,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
15305,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
53828,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
11979,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
19679,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
6181,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
30081,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
41095,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
2635,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
24482,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
32244,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
3303,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
30600,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
8560,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
46811,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
11377,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
11114,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
62642,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
3300,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
26133,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
32709,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
19151,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
47095,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
17143,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
4150,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
32035,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
42,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
17306,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
53766,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
4927,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
14363,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
7342,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
19653,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
11796,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
11164,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
13414,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
14586,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
393713,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
30517,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
4581,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
27216,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
29791,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
6325,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
803,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
21949,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
26554,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
394111,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
23404,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
19310,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
64255,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
394749,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
14609,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
19930,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
62856,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
23367,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
600,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
20021,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
6368,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
32160,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
11666,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
40627,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
18683,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
26068,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
9505,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
396905,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
399541,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
12033,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
18596,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
12189,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
7829,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
20340,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
36692,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
46632,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
1640,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
21808,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
22438,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
26744,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
46873,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
33353,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
3856,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
10423,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
396986,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
12200,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
11062,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
398143,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
25885,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
44444,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
54825,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
14907,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
19008,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
396253,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
7057,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
32590,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
63399,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
14630,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
22697,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
8360,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
393891,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
2603,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
32261,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
293,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
36001,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
2381,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
17350,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
20253,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
32067,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
6122,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
19834,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
7772,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
55247,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
53991,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
23467,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
6614,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
11870,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
26989,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
54827,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
11142,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
54035,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
3465,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
33071,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
396960,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
12265,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
400328,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
36184,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
40752,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
26838,230,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
13335,566,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
4134,566,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
20940,566,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
6762,566,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
9009,566,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
199524,566,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
39120,566,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
34224,566,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
16509,566,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
8075,566,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
24940,566,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
31042,566,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
6663,566,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
16276,566,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
57976,566,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
31019,566,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
12956,566,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
25697,566,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
15830,566,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
47764,566,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
14061,566,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
15133,566,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
43350,566,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
34524,566,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
31200,566,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
39184,566,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
6830,566,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
196925,566,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
35805,566,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
6939,566,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
60134,566,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
9125,566,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
48011,566,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
34569,566,6,Equinix CH1/CH2/CH4 - Chicago,IL,Chicago
